Probe Name,Class Name,,Avg Count,Min Count,Max Count,%CV,,20230616_210462891024_K1241-B_02.RCC,20230616_210462891024_K1628-B_03.RCC,20230616_210462891024_K1865-B_04.RCC,20230616_210462891024_K2032-B_05.RCC,20230616_210462891024_K2068-B_06.RCC,20230616_210462891024_K2323-B_07.RCC,20230616_210462891024_K2360-B_08.RCC,20230616_210462891024_K2520-B_09.RCC,20230616_210462891024_K2669-B_10.RCC,20230616_210462891024_K2742-B_11.RCC,20230616_210462891024_K2849-B_12.RCC,20230616_210462891024_K853-B_01.RCC,20230707_210462871024_K1241-Tx_09.RCC,20230707_210462871024_K1628-Tx_10.RCC,20230707_210462871024_K2032-Tx_11.RCC,20230707_210462871024_K2360-Tx_12.RCC,20230707_210462871024_K4106-B_01.RCC,20230707_210462871024_K4196-B_02.RCC,20230707_210462871024_K4258-B_03.RCC,20230707_210462871024_K4307-B_04.RCC,20230707_210462871024_K4360-B_05.RCC,20230707_210462871024_K4368-B_06.RCC,20230707_210462871024_K5046-B_07.RCC,20230707_210462871024_K853-Tx_08.RCC,20230707_210462881024_K2894-B_01.RCC,20230707_210462881024_K2917-B_02.RCC,20230707_210462881024_K3056-B_03.RCC,20230707_210462881024_K3566-B_04.RCC,20230707_210462881024_K3812-B_05.RCC,20230707_210462881024_K3953-B_06.RCC,20230707_210462881024_K3975-B_07.RCC,20230707_210462881024_K4010-B_08.RCC,20230707_210462881024_K4020-B_09.RCC,20230707_210462881024_K4023-B_10.RCC,20230707_210462881024_K4054-B_11.RCC,20230707_210462881024_K4093-B_12.RCC,20230707_210462901024_K2742-Tx_01.RCC,20230707_210462901024_K2849-Tx_02.RCC,20230707_210462901024_K2894-Tx_03.RCC,20230707_210462901024_K2917-Tx_04.RCC,20230707_210462901024_K3056-Tx_05.RCC,20230707_210462901024_K3566-Tx_06.RCC,20230707_210462901024_K3953-Tx_07.RCC,20230707_210462901024_K3975-Tx_08.RCC,20230707_210462901024_K4106-Tx_09.RCC,20230707_210462901024_K4258-Tx_10.RCC,20230707_210462901024_K4360-Tx_11.RCC,20230707_210462901024_K4368-Tx_12.RCC
,,,,,,,,Soft Tissue Sarcoma : Baseline,Soft Tissue Sarcoma : Baseline,Osteosarcoma : Baseline,Soft Tissue Sarcoma : Baseline,Soft Tissue Sarcoma : Baseline,Soft Tissue Sarcoma : Baseline,Soft Tissue Sarcoma : Baseline,Soft Tissue Sarcoma : Baseline,Soft Tissue Sarcoma : Baseline,Soft Tissue Sarcoma : Baseline,Osteosarcoma : Baseline,Osteosarcoma : Baseline,Soft Tissue Sarcoma : Treatment,Soft Tissue Sarcoma : Treatment,Soft Tissue Sarcoma : Treatment,Soft Tissue Sarcoma : Treatment,Osteosarcoma : Baseline,Osteosarcoma : Baseline,Osteosarcoma : Baseline,Osteosarcoma : Baseline,Osteosarcoma : Baseline,Soft Tissue Sarcoma : Baseline,Osteosarcoma : Baseline,Osteosarcoma : Treatment,Osteosarcoma : Baseline,Soft Tissue Sarcoma : Baseline,Osteosarcoma : Baseline,Soft Tissue Sarcoma : Baseline,Soft Tissue Sarcoma : Baseline,Soft Tissue Sarcoma : Baseline,Osteosarcoma : Baseline,Osteosarcoma : Baseline,Osteosarcoma : Baseline,Osteosarcoma : Baseline,Osteosarcoma : Baseline,Soft Tissue Sarcoma : Baseline,Soft Tissue Sarcoma : Treatment,Osteosarcoma : Treatment,Osteosarcoma : Treatment,Soft Tissue Sarcoma : Treatment,Osteosarcoma : Treatment,Soft Tissue Sarcoma : Treatment,Soft Tissue Sarcoma : Treatment,Osteosarcoma : Treatment,Osteosarcoma : Treatment,Osteosarcoma : Treatment,Osteosarcoma : Treatment,Soft Tissue Sarcoma : Treatment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CXCL2,Endogenous,,332.28,14.97,3543.13,192.01,,207.36,582.73,3543.13,42.65,2053.59,325.71,144.78,127.45,27.76,88.14,87.37,286.05,26.98,186.1,34.49,29.29,55.63,97.55,192.09,61.75,14.97,1498.9,861.7,83.64,177.6,189.65,28.57,33.07,32.62,143.72,54.93,25.31,77.54,38.72,1363.19,1239.6,21.27,302.57,65.53,91.59,71.41,163.96,171.82,89.24,437.04,183.91,216.57,70.2
CXCL3,Endogenous,,97.34,11.37,1209.9,194.07,,46.08,49.34,505.71,11.37,118.61,204.27,18.1,24.75,16.79,24.95,22.35,48.93,40.48,18.09,20.34,20.75,41.73,46.13,42.17,44.23,11.45,147.47,291.35,41.82,29.16,55.32,48.57,36.74,16.31,47.91,35.09,15.97,50.98,17.49,291.31,1209.9,12.57,42.2,65.53,67.17,53.99,35.13,110.46,89.24,40.86,216.36,212.24,14.5
CXCL5,Endogenous,,122.55,4.69,4669.44,547.49,,46.08,7.45,28.27,7.58,9.3,72.48,11.31,18.56,4.8,26.61,14.22,15.06,10.79,16.37,10.61,12.2,149.52,9.54,4.69,10.85,7.05,16.53,140.39,35.85,15.9,15.8,11.43,14.7,16.91,7.45,12.21,5.9,53.13,6.25,75.2,4669.44,10.63,7.2,32.76,6.11,19.16,35.13,24.55,21.42,15.99,43.27,64.97,10.68
CXCL6,Endogenous,,56.34,1.72,776.68,214.62,,69.12,9.31,25.13,5.69,20.93,16.94,18.1,25.98,13.02,4.99,22.35,52.69,43.17,75.82,9.73,7.32,121.7,5.83,16.4,13.35,8.81,10.17,26.43,776.68,185.55,23.71,12.86,14.7,12.68,46.84,15.26,1.72,12.92,5,28.53,135.03,16.43,13.89,313.07,36.64,17.42,58.56,126.82,10.71,151.01,25.24,34.65,5.34
CXCL9,Endogenous,,466.86,18.49,5003.32,167.8,,2027.48,43.75,194.75,471.02,784.92,512.1,269.2,163.33,878.73,34.92,938.74,146.79,169.1,31.88,85.79,144.02,93.88,946.92,96.05,302.93,18.49,47.04,552.73,95.59,87.47,126.44,151.44,745.92,35.64,141.59,205.98,64.38,267.1,908.07,1378.75,243.06,54.13,274.78,389.52,177.08,217.72,936.93,5003.32,867.4,460.13,46.88,385.5,189.99
CXCR1,Endogenous,,48.47,4.8,733.67,216.04,,138.24,19.55,31.41,22.75,12.79,28.24,20.36,17.32,4.8,18.29,20.32,48.93,15.29,15.51,17.69,35.39,733.67,9.54,32.8,20.03,18.49,29.24,43.47,71.69,31.81,39.51,30,44.09,13.29,10.65,22.89,10.08,17.23,9.99,44.09,45.91,22.23,13.89,109.21,67.17,22.64,117.12,53.18,39.27,30.2,50.48,47.65,8.39
CXCR2,Endogenous,,78.09,4.58,2294.89,420.82,,23.04,18.62,65.96,8.53,24.42,16.94,24.88,30.93,5.83,23.28,24.38,37.64,12.59,28.43,17.69,40.28,2294.89,6.89,18.74,10.01,6.16,22.88,148.61,23.9,26.51,23.71,12.86,11.02,15.7,7.45,12.21,5.16,12.21,6.66,102.87,140.43,24.17,19.55,69.17,12.21,62.7,140.54,12.27,17.85,19.54,36.06,17.33,4.58
CXCR3,Endogenous,,51.33,8.46,213.51,83.74,,138.24,23.27,81.67,20.85,59.31,26.36,36.19,9.9,41.13,16.63,20.32,52.69,42.28,14.65,17.69,30.51,73.02,82.71,28.11,55.91,20.25,12.71,124.53,65.72,13.25,19.76,22.86,77.16,8.46,14.9,27.46,27.77,58.16,42.88,213.51,59.41,19.33,53,87.37,36.64,34.84,175.67,81.82,67.82,51.52,28.85,112.62,34.34
CXCR4,Endogenous,,1281.49,169.9,9800.69,115.08,,3317.69,1463.34,2044.84,718.37,1032.61,3011.4,1517.91,1512.08,417.43,282.72,1465,1147.96,609.84,346.36,260.9,1626.91,1376.94,608.66,573.93,1295.17,260.67,718.3,1553.06,549.65,1754.76,169.9,977.2,396.84,477.15,1006.05,3672.5,351.65,1464.74,948.04,1208.46,9800.69,459.14,906.68,1350.57,793.79,755.93,620.72,265.92,1070.87,1110.36,2188.88,1559.33,489.85
CXCR5,Endogenous,,13.38,1.53,70.27,114.03,,69.12,6.52,9.42,1.9,2.33,4.71,9.05,4.95,6.85,4.99,2.03,11.29,8.1,5.17,17.69,10.98,48.68,4.24,7.03,9.18,7.93,2.54,4.11,29.87,13.25,7.9,8.57,3.67,6.64,9.58,12.21,2.7,7.9,5.83,12.1,21.61,9.67,5.66,14.56,24.42,13.93,70.27,28.64,17.85,1.78,14.42,38.98,1.53
CXCR6,Endogenous,,42.24,13.89,133.98,65.77,,92.16,24.2,109.94,18.95,54.65,31.06,31.67,27.22,33.93,14.97,18.29,60.22,26.08,19.82,26.53,14.65,48.68,48.78,28.11,35.05,14.09,19.07,94.57,77.67,39.76,23.71,17.14,44.09,13.89,23.42,35.09,20.64,35.18,30.39,133.98,51.31,21.27,30.36,54.61,48.85,38.32,93.69,94.09,28.56,44.41,32.45,69.3,32.81
CYBB,Endogenous,,649.1,90.88,1733.29,71.71,,1727.97,586.45,665.91,298.53,468.63,1297.19,357.42,485.05,298.51,116.41,1192.72,429.07,742.06,105.11,278.59,432.05,580.68,1663.74,238.94,1733.29,244.82,208.5,1224.12,238.98,235.91,90.88,520.03,382.14,121.4,290.64,427.21,397.61,1588.95,347.66,1255.13,831.8,247.45,868.6,564.26,983.08,1478.76,1089.18,805.93,581.84,584.5,872.67,636.73,339.54
CYFIP2,Endogenous,,877.78,40.68,7114.29,185.42,,138.24,5541.5,314.11,47.39,7114.29,71.54,151.57,268.51,347.17,83.15,249.92,338.74,191.59,5779.51,40.68,115.95,497.23,108.16,65.59,110.16,95.11,2751.16,653.18,507.83,413.51,3970.86,80,143.3,549.63,306.61,778.14,194.13,930.54,376.8,397.63,280.87,56.06,147.17,251.18,3553.74,62.7,327.93,372.28,271.29,284.25,191.12,116.95,2494.26
CYLD,Endogenous,,365.75,197.56,1014.34,41.24,,368.63,663.71,442.89,268.21,351.18,348.3,203.59,316.77,198.43,217.86,410.44,489.29,336.4,323.96,424.51,240.44,486.8,362.12,1014.34,776.1,281.8,294.95,414.11,322.62,424.11,197.56,354.31,319.68,263.94,235.28,543.17,216.01,358.29,249.81,537.67,437.51,230.06,288.16,360.4,433.53,290.88,386.48,270.01,271.29,392.62,302.91,337.86,296.81
DDX43,Endogenous,,45.35,2.7,280.32,140.6,,69.12,4.65,40.83,4.74,16.28,13.18,38.46,3.71,185.75,236.15,12.19,30.11,3.6,8.62,6.19,31.73,31.29,29.69,39.82,5.84,7.05,95.35,63.44,29.87,90.12,19.76,7.14,99.21,3.02,4.26,15.26,5.65,96.21,4.58,35.44,2.7,280.32,22.64,211.14,24.42,15.68,46.85,12.27,7.14,19.54,21.64,4.33,119.79
DDX58,Endogenous,,247.45,60.76,1671.53,91.49,,161.28,184.31,386.35,318.43,225.59,158.15,203.59,236.34,202.2,141.36,249.92,270.99,195.19,61.17,141.5,241.66,264.26,276.76,199.12,152.72,60.76,324.19,255.51,137.41,254.47,98.78,1671.53,106.56,314.07,314.06,407.38,171.04,180.94,297.69,328.48,245.76,172.06,289.19,87.37,158.76,280.42,257.66,364.1,185.62,174.11,108.18,86.63,273.92
DEFB1,Endogenous,,17.39,3.43,77.67,85.56,,23.04,5.59,28.27,6.63,13.95,7.53,13.57,8.66,3.43,13.3,6.1,37.64,10.79,10.34,8.84,13.43,20.86,7.42,21.08,7.51,9.69,10.17,6.46,77.67,15.9,11.85,7.14,14.7,7.25,15.97,13.73,3.93,8.62,5.83,7.78,29.71,11.6,7.2,32.76,36.64,24.38,58.56,49.09,32.13,23.1,21.64,17.33,6.1
DMBT1,Endogenous,,266.72,3.69,4080.91,312.06,,69.12,10.24,1400.92,8.53,19.77,15.06,31.67,21.04,4.46,11.64,30.48,52.69,50.37,15.51,14.15,28.07,121.7,11.13,46.85,20.03,11.45,20.34,4023.03,119.49,26.51,67.17,80,69.81,18.72,22.36,62.56,3.69,13.64,7.91,4080.91,32.41,17.4,557.8,43.68,67.17,235.14,831.53,61.37,67.82,135.02,21.64,108.29,12.21
DOCK9,Endogenous,,502.96,92.85,3311.81,110.79,,276.47,738.18,1155.91,329.81,277.92,518.69,3311.81,389.77,207.69,327.62,469.37,459.18,174.5,268.81,288.31,2459.29,333.8,206.77,351.39,169.41,295.89,265.71,1117.8,304.7,583.15,331.89,144.29,385.82,196.9,512.07,297.52,737.71,315.21,92.85,722.65,324.08,378.91,418.35,280.31,403,135.86,737.83,711.84,539,378.41,306.52,307.53,201.43
DPP4,Endogenous,,113.66,7.63,562.06,106.46,,184.32,19.55,128.78,15.16,34.89,197.68,83.7,51.97,562.06,18.29,79.24,86.57,31.48,22.4,24.76,46.38,59.11,51.43,46.85,502.38,125.93,24.16,176.22,47.8,214.71,31.61,121.44,33.07,17.52,325.77,79.34,31.45,126.37,142.81,167.7,159.34,29,46.31,174.74,48.85,29.61,163.96,351.83,21.42,90.61,133.42,285.88,7.63
DUSP4,Endogenous,,321.78,16.11,2822.99,191.55,,184.32,46.54,245,16.11,52.33,57.42,115.37,261.09,75.06,482.28,67.05,1362.5,40.48,46.53,23.88,69.57,281.65,64.68,67.94,47.57,20.25,77.55,196.78,2461.47,2822.99,31.61,47.15,440.94,27.18,22.36,1563.9,54.8,128.52,47.05,179.8,162.04,854.49,68.44,1656.36,122.12,19.16,187.39,49.09,110.66,300.24,43.27,82.3,60.28
DUSP6,Endogenous,,508.65,106.68,2490.04,92.1,,253.43,179.66,1545.41,235.04,238.38,432.08,1189.9,417,913,623.64,197.09,722.65,285.13,186.96,336.96,942.22,285.12,278.88,199.12,221.98,122.41,336.9,1702.26,860.32,416.16,106.68,185.73,327.03,147.98,108.59,2490.04,331.01,306.59,176.95,1089.17,788.59,437.88,515.6,418.64,293.09,524.27,679.28,220.92,999.48,257.6,357,303.2,228.14
EBI3,Endogenous,,20.36,3.61,58.56,58.19,,46.08,14.89,25.13,18.95,32.56,17.89,38.46,12.37,8.57,9.98,22.35,37.64,19.79,19.82,30.95,37.84,20.86,13.25,9.37,10.85,5.28,19.07,9.4,29.87,26.51,31.61,11.43,29.4,5.44,43.65,6.1,13.02,19.39,6.25,19.02,10.8,21.27,6.69,21.84,18.32,22.64,58.56,16.36,14.28,23.1,3.61,21.66,15.26
ECSIT,Endogenous,,301.57,160.11,560.47,28.74,,414.71,244.82,238.72,302.32,343.04,210.86,237.53,373.69,330.04,332.61,227.57,267.23,160.11,349.8,309.54,251.42,285.12,343.56,548.17,222.82,302.06,476.75,206.17,334.57,174.95,387.21,237.16,264.56,239.18,402.42,209.03,272.77,202.48,201.52,244.63,261.96,380.85,265.01,353.11,384.68,330.94,316.21,560.47,328.4,318.01,216.36,307.53,302.91
EGR1,Endogenous,,276.65,11.45,1683.61,132.77,,92.16,430.06,1683.61,72.97,609.33,396.31,321.23,329.14,81.91,359.22,130.04,1324.86,146.61,200.75,98.17,176.97,86.93,31.28,182.72,38.39,57.24,1323.46,210.29,29.87,1118.59,110.63,115.72,462.98,149.18,223.57,315.83,32.93,101.24,125.74,707.09,121.53,15.47,128.13,83.73,158.76,170.69,128.83,188.19,192.76,53.3,54.09,95.29,11.45
EGR2,Endogenous,,112.8,15.47,406.93,88.61,,184.32,59.58,304.68,45.49,177.92,95.08,171.92,97.75,32.22,79.83,36.57,376.38,81.85,37.05,49.53,80.55,107.79,49.31,84.33,38.39,34.34,211.04,119.24,137.41,108.68,94.83,27.14,224.14,28.99,26.62,244.12,21.87,20.1,29.56,326.75,145.84,15.47,49.91,123.77,91.59,64.45,339.64,65.46,406.93,85.28,68.52,90.96,21.36
ELANE,Endogenous,,28.04,6.17,184.32,103.1,,184.32,8.38,37.69,11.37,18.61,18.83,15.84,6.19,6.17,13.3,10.16,26.35,8.1,15.51,14.15,25.63,27.82,7.95,14.06,13.35,14.97,15.26,17.62,77.67,21.21,43.46,24.29,36.74,11.48,21.29,32.04,15.24,15.8,11.24,18.15,40.51,15.47,10.81,40.04,54.95,13.93,70.27,40.91,64.25,21.32,39.67,60.64,12.97
ELK1,Endogenous,,305.2,121.92,896.07,57.83,,760.3,425.41,141.35,569.58,145.36,496.09,291.82,490,292.68,281.06,896.07,207.01,187.09,192.99,169.8,164.77,152.99,490.43,227.23,301.26,239.53,614.05,147.43,155.34,315.43,403.01,141.44,154.33,182.4,385.39,500.45,124.59,188.12,171.54,127.93,510.42,192.36,257.29,422.28,305.3,121.92,128.83,335.46,221.31,255.83,241.61,489.46,433.39
ENG,Endogenous,,904.3,197.56,2619.59,69.92,,368.63,340.7,1938.04,426.48,259.31,1091.97,2619.59,520.94,369.45,335.94,715.23,880.73,803.23,283.46,416.55,2237.16,650.22,833.99,672.32,716.01,1091.99,906.46,2423.57,764.73,416.16,197.56,1191.5,959.04,276.02,468.42,1211.45,698.39,1583.21,728.21,2381.47,988.44,419.51,960.71,229.34,1013.61,614.84,2108.1,486.83,988.77,589.83,1810.25,961.59,456.28
ENTPD1,Endogenous,,273.91,58.59,1029.29,72.87,,276.47,664.64,684.75,93.82,626.77,186.39,1029.29,325.43,176.16,69.85,398.25,244.65,108.84,380.82,69.87,632.21,472.89,109.22,152.27,176.92,79.26,249.18,264.91,179.23,347.24,327.94,124.29,334.38,58.59,172.47,253.28,223.87,173.04,69.95,349.22,75.62,75.4,220.24,353.11,372.47,113.21,527.02,319.1,139.21,321.56,137.03,138.61,268.58
EOMES,Endogenous,,23.17,4.69,138.24,97.95,,138.24,13.96,31.41,7.58,19.77,16,20.36,17.32,11.65,4.99,22.35,11.29,8.1,9.48,6.19,7.32,41.73,24.92,4.69,20.86,12.33,7.63,12.92,65.72,21.21,11.85,14.29,7.35,9.06,8.52,21.36,6.39,16.51,9.58,28.53,32.41,6.77,13.38,50.96,42.74,6.97,58.56,40.91,24.99,44.41,28.85,47.65,22.13
EP300,Endogenous,,535.02,230.86,1058.88,31.63,,345.59,230.86,945.46,512.72,616.31,456.56,685.44,506.09,432.85,608.68,308.85,481.77,750.16,416.15,497.92,682.25,542.43,355.76,459.15,400.57,544.23,470.39,647.89,346.52,360.49,509.69,571.46,485.03,661.97,478.01,1058.88,606.24,444.45,307.27,645.72,545.53,638.93,581.47,280.31,598.4,1017.19,491.89,589.11,521.16,454.81,425.52,615.07,547.84
EPCAM,Endogenous,,99.1,4.65,860.22,156.99,,184.32,4.65,345.52,12.32,20.93,13.18,27.15,206.64,860.22,29.93,28.45,30.11,36.88,38.77,10.61,31.73,73.02,15.38,39.82,6.68,19.37,10.17,479.31,125.46,50.36,63.22,21.43,29.4,249.45,20.23,25.94,8.36,18.67,99.09,378.61,48.61,20.3,106,61.89,97.7,111.47,351.35,45,74.96,88.83,57.7,69.3,8.39
ETS1,Endogenous,,1130.08,239.54,5456.34,88.81,,668.15,1701.64,1184.18,924.98,540.72,1364.97,5456.34,1275.74,507.22,319.31,1566.59,425.31,679.1,556.58,309.54,5281.06,1001.41,1162.71,503.66,1578.07,1037.39,1805.29,1708.72,358.47,461.22,956.17,608.61,532.8,300.79,239.54,747.62,1573.48,1222.77,472.56,1205,548.23,820.66,1073.92,859.12,983.08,820.37,1709.9,540.01,1267.19,886.51,1806.64,1589.65,1101.01
EWSR1,Endogenous,,1451.36,391.67,3431.95,32.42,,391.67,866.64,2057.4,1365.67,1431.46,1405.44,1110.72,885.96,2094.35,2348.22,1521.89,1558.21,1469.74,1279.45,1375.24,1645.22,1359.55,1135.14,1869.39,1043.14,1820.28,1051.39,1434.41,770.7,1378.36,1386.84,1691.53,3431.95,1265.96,1575.61,1673.76,1485.99,1486.28,1454.75,1586.21,1671.71,1665.48,2075.28,789.96,1373.87,1534.5,1253.15,1198.67,1070.87,1105.03,1359.49,1736.92,1121.61
F12,Endogenous,,52.03,1.72,1346.65,370.16,,46.08,15.82,21.99,4.74,6.98,24.48,9.05,103.94,8.23,16.63,18.29,11.29,10.79,143.02,11.5,13.43,45.2,25.45,4.69,22.53,22.9,12.71,14.1,35.85,29.16,11.85,2.86,18.37,68.25,3.19,12.21,1.72,9.33,9.58,17.29,43.21,5.8,11.84,58.25,30.53,24.38,35.13,40.91,14.28,1346.65,28.85,21.66,2.29
F13A1,Endogenous,,3081.85,124.07,38487.97,182.81,,3709.37,1227.82,766.42,38487.97,2414.07,1284.95,2696.5,1114.88,364.31,1090.96,1893.73,1686.18,4505.45,124.07,1982.82,455.24,1589.04,5196.39,2445.66,5107.23,1718.12,1633.66,1090.78,603.42,1123.9,1205.09,532.89,911.27,735.66,4232.86,1357.93,567.41,11121.94,998.84,3706.62,3732.31,421.45,884.55,1951.23,5202.38,3286.72,2857.64,5265.15,1981.11,719.52,7835.98,3460.85,646.26
F2RL1,Endogenous,,43.45,4.29,221.24,101.03,,46.08,11.17,59.68,5.69,15.12,33.89,40.72,35.88,18.16,19.96,22.35,30.11,74.66,20.68,6.19,21.97,149.52,62.56,9.37,23.37,7.05,16.53,46.4,77.67,42.41,31.61,4.29,7.35,61.61,99.01,221.24,9.58,22.26,9.58,39.76,43.21,12.57,18.52,21.84,42.74,41.8,163.96,81.82,114.23,55.07,28.85,47.65,9.92
FADD,Endogenous,,84.19,27.03,253.43,46.19,,253.43,55.85,97.37,85.3,56.98,61.19,115.37,101.47,80.54,74.84,58.92,120.44,39.58,33.6,53.95,56.14,118.22,83.24,103.07,95.97,61.64,67.38,56.98,149.36,108.68,79.02,85.72,106.56,36.24,97.94,137.32,27.03,68.93,69.95,75.2,91.82,51.23,44.77,72.81,61.06,34.84,117.12,106.37,124.93,72.84,119,121.28,49.6
FAS,Endogenous,,79.94,18.29,302.34,65.25,,115.2,195.48,56.54,44.54,302.34,47.07,42.98,47.02,34.27,18.29,32.51,67.75,72.86,85.3,26.53,43.94,93.88,134.14,51.54,113.49,186.7,85.18,68.14,71.69,76.87,75.07,87.15,66.14,34.43,74.52,44.25,115.5,22.26,32.06,108.05,67.52,21.27,42.71,76.45,103.8,55.74,128.83,73.64,85.67,74.62,97.36,173.26,62.57
FCER1A,Endogenous,,76.74,4.26,283.45,88.11,,46.08,111.71,160.19,17.06,70.93,16,117.63,55.68,61.35,21.62,36.57,184.43,32.38,41.36,7.96,91.54,114.74,14.85,283.45,28.37,51.08,129.68,211.46,17.92,188.2,27.66,30,25.72,15.1,4.26,67.13,116.48,60.31,54.13,242.9,40.51,32.87,75.64,72.81,152.65,19.16,163.96,20.46,17.85,117.25,140.64,69.3,4.58
FCER1G,Endogenous,,611.96,128.69,2241.55,67.37,,668.15,370.49,986.3,194.28,610.49,1275.54,411.71,128.69,374.25,199.57,575.03,519.4,524.39,184.38,339.61,366.15,709.33,1293.66,438.06,721.02,290.61,333.09,906.93,215.08,511.58,241.02,682.9,393.17,166.7,570.63,532.49,254.59,1210.56,505.46,1298.35,2241.55,218.46,675.64,436.84,1233.43,1041.58,632.43,560.47,446.19,385.52,1222.46,909.61,366.24
FCER2,Endogenous,,23.12,6.1,93.69,88.16,,23.04,11.17,12.56,11.37,9.3,19.77,42.98,17.32,6.17,11.64,6.1,30.11,8.1,17.23,10.61,10.98,76.5,8.48,30.45,10.85,12.33,11.44,7.05,77.67,26.51,39.51,22.86,25.72,9.66,15.97,15.26,7.13,7.9,8.74,19.02,24.31,8.7,6.69,29.12,48.85,12.19,93.69,57.27,24.99,15.99,46.88,51.98,7.63
FCGR1A,Endogenous,,54.34,13.96,158.76,66.92,,46.08,13.96,50.26,17.06,29.07,25.42,31.67,47.02,29.13,49.89,44.7,52.69,66.56,14.65,31.84,21.97,86.93,119.29,21.08,95.97,25.54,34.33,42.88,107.54,23.86,51.36,27.14,47.77,19.33,33,54.93,14.25,37.34,20.82,110.65,91.82,29.97,66.38,83.73,158.76,132.37,152.25,73.64,60.68,24.87,64.91,60.64,62.57
FCGR2A,Endogenous,,1117.87,124.69,4782.87,81.31,,622.07,576.21,870.08,248.3,709.34,2234.78,493.15,219.02,253.95,174.62,1257.74,794.16,1305.13,392.88,749.97,561.43,1988.91,1820.14,306.88,1960.28,730.93,1436.6,1419.72,555.62,466.52,798.12,754.33,485.03,307.43,488.65,892.57,414.56,2135.36,508.37,1890.48,4782.87,124.69,1352.82,691.67,2692.78,1985.62,1417.11,850.93,2355.91,566.73,2437.7,2689.85,885.85
FCGR2B,Endogenous,,332.41,12.57,2199.85,124.53,,368.63,111.71,204.17,48.33,86.05,826.51,165.14,123.74,1066.88,18.29,130.04,331.21,116.03,93.91,198.99,119.61,125.18,236.46,187.41,1022.28,170.84,169.09,361.83,233,225.31,75.07,325.73,69.81,129.25,357.71,151.05,90.92,614.61,129.07,466.79,1614.99,12.57,248.54,91.01,152.65,2199.85,163.96,208.64,721.05,213.19,616.64,394.16,167.86
FCGR3A,Endogenous,,1267.6,60.21,5052.93,95.06,,2787.78,307.19,1121.36,564.84,645.38,2106.76,375.52,377.4,472.61,98.12,696.94,383.91,1249.37,182.66,685.41,500.4,3411.04,4275.98,243.63,3984.81,213.11,614.05,2203.3,627.32,161.69,446.48,1158.64,837.78,449.97,549.33,1133.64,60.21,1822.3,962.61,2046.08,5052.93,410.81,1002.91,1168.55,2900.39,3887.63,1323.42,413.19,1349.29,854.54,1741.73,1351.42,1630.54
FEZ1,Endogenous,,338.25,21.23,1729.57,88.31,,115.2,1729.57,483.72,72.97,227.92,291.82,192.28,232.63,342.38,29.93,128.01,278.52,92.65,410.98,21.23,146.46,198.2,812.78,306.88,242.01,714.2,497.09,503.39,119.49,174.95,446.48,914.34,242.51,247.63,301.28,553.85,434.22,115.6,74.11,533.35,102.63,30.93,154.89,120.13,592.29,679.29,620.72,188.19,285.56,197.2,183.91,268.55,582.93
FLT3,Endogenous,,24.79,6.04,105.4,75.28,,23.04,21.41,34.55,12.32,11.63,14.12,33.93,14.85,9.25,8.32,20.32,37.64,10.79,16.37,9.73,28.07,31.29,11.13,37.48,14.19,6.16,17.8,27.02,77.67,53.01,27.66,17.14,14.7,6.04,8.52,27.46,6.88,12.21,14.99,31.98,29.71,21.27,15.95,47.32,42.74,8.71,105.4,40.91,21.42,23.1,28.85,43.31,11.45
FLT3LG,Endogenous,,157.65,46.22,542.95,57.41,,161.28,156.39,241.86,164.9,202.34,110.14,99.54,186.84,98.36,56.54,144.26,210.77,81.85,103.39,180.42,82.99,229.49,205.71,133.53,94.3,76.62,200.87,161.53,155.34,143.14,169.9,161.44,113.91,60.4,542.95,158.68,88.47,183.81,46.22,261.92,148.54,76.36,78.22,123.77,152.65,113.21,128.83,454.1,221.31,151.01,75.73,112.62,260.95
FN1,Endogenous,,35476.83,166.3,271072,145.12,,4492.71,26643.51,9853.54,8742.74,31472.42,34191.94,5619.22,1226.24,2135.14,166.3,13845.34,73759.24,40648.91,16881.02,2564.76,9779.79,103823.03,20595.75,15669.59,66787.91,30204.12,33313.95,23823.95,271072,149698.12,18463.53,15592.37,12166.16,4129.46,4896.1,15011.94,6011.79,40403.03,7247.08,21785.05,11337.37,229.09,28476.57,142731.03,42602.13,13705.97,15225.14,2871.9,38469.14,168917.5,32602.45,34413.6,28588.18
FOS,Endogenous,,3181.99,38.66,34617.73,180.48,,1059.82,5194.28,34617.73,751.54,6184.01,3874.62,3780.08,7529.45,1201.23,4764.63,2170.06,14660.01,332.8,353.25,328.11,1708.69,1251.76,461.27,2377.73,257.03,566.25,8645.05,6117.08,161.31,13600.73,201.51,694.33,3068.18,3137.71,1350.98,598.1,354.11,1582.49,2228.33,9750.63,1623.1,38.66,1341.5,535.13,732.73,924.88,1241.43,85.91,239.16,286.03,147.85,489.46,135.05
FOXJ1,Endogenous,,39.66,7.88,194.75,100.02,,161.28,9.31,194.75,12.32,8.14,25.42,20.36,32.17,7.88,53.22,20.32,11.29,21.59,11.2,19.46,13.43,48.68,13.25,28.11,26.7,36.99,19.07,126.29,59.74,26.51,43.46,30,29.4,69.46,11.71,13.73,12.29,15.8,10.83,44.09,37.81,100.53,27.27,43.68,79.38,13.93,105.4,69.55,35.7,19.54,25.24,47.65,9.92
